Pct,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
0.65,3600,5004,10000,18000,23000,25001,28005,35000,38541,45120,49001,52519,53040,56163,59000,58102,61100,62300,63102,70000,71250,70000,70000,70100,70460,70001,76025,74540,77005,79800,72081,77501,77601,76713,75015,82002,75000,80000,77715,80767,75005,74310,73259,69700,80036,75124,74575,81140,78902,75025,75001,79115,80175,79692,76175,80000,73792,87733,72012,76280
0.66,4000,5320,10000,18680,23038,25511,29002,35000,40000,45600,50000,54000,54902,58003,60005,60000,63005,64000,65000,70086,72710,70408,71001,71318,72004,70415,77283,75538,78772,80001,75000,80000,80000,78875,76040,84641,75075,80005,80000,82771,76811,75155,75070,70105,81000,77300,76251,82205,81002,76200,75645,79626,81001,81000,76964,80513,75699,88776,74265,76818
0.67,4000,5700,10002,19163,24000,26278,30000,35001,40000,46814,50000,55001,55011,60000,60211,60010,65000,65000,65003,72005,74510,72003,72300,74885,74002,72000,80000,77900,81000,82030,76001,80029,80500,80045,77701,85111,77030,80728,80400,85000,78800,77040,77045,72000,82548,80000,80005,85205,84750,77990,78338,80566,82792,83404,79100,81755,79031,90025,74684,77822
0.68,4000,6000,11000,20000,25000,27000,30000,35270,40037,48011,50021,55260,55660,60001,62024,60300,65250,65100,66788,75001,75112,74000,74501,75501,75096,75000,80416,80000,83105,84301,80000,81210,82015,82000,79040,88000,80000,84000,82500,85255,80002,80000,80000,75000,85502,81775,82001,89097,89462,80000,79301,82257,85000,85000,80230,89160,82189,93146,75027,77955
0.69,4080,6000,11215,20000,25000,28000,30021,36027,41001,49500,50600,56865,56590,60120,64005,61350,67225,67324,68301,75800,76871,75524,75402,77006,76703,75600,81881,80201,85053,85385,80255,85001,85000,85006,80602,90003,80503,85501,85000,88524,81000,80504,80041,75200,88000,84476,85150,90501,92001,81045,80011,85830,87000,86000,80782,91238,84331,99602,77990,78250
0.7,4550,6004,12000,20774,25000,29000,30143,38000,42921,50000,51900,58000,58988,61010,65004,62605,69200,70001,70016,78012,79817,77050,77200,80000,79002,77702,84807,82004,88011,89000,83005,86443,88102,87003,82498,90502,82700,88031,87115,91006,83020,82504,82025,78000,90000,86512,87302,92405,95430,84011,80250,87120,89246,90017,82290,92590,85618,100800,78401,80794
0.71,4860,6241,13000,21446,25064,29100,31501,38053,43096,50035,52881,59000,60000,62300,65800,64612,70181,70150,71231,80000,80119,78250,80001,81030,80115,80000,86310,85012,90774,90226,85010,89704,90200,90310,85000,94220,85000,90011,89412,92800,85711,86000,84060,80000,90536,90001,89906,95000,98150,85000,81283,87889,94001,90492,84671,99021,88751,102406,79784,81175
0.72,5000,6840,13015,22000,26000,30000,32010,38600,44500,50500,54010,60000,60002,62900,68001,65003,72250,72025,73000,80531,81626,80000,81167,84425,81601,80366,90000,87276,93201,91090,86460,90201,91175,93014,86001,97020,86020,92230,90195,96210,88662,90000,85045,81605,93029,90449,90612,98465,100000,86100,82303,90002,95782,91181,87600,101923,91823,103600,87146,81695
0.73,5000,7000,14000,22001,26010,30000,32501,40000,45000,51765,55126,60003,61200,65000,70001,66205,75000,74040,75114,84010,83063,80900,84000,85612,83765,82378,91703,90000,96005,95031,89720,92930,93446,96005,89030,99003,90010,95110,92221,98776,90152,91055,87033,83626,95415,93025,92000,100251,100250,87000,84586,92531,97696,93222,90962,102024,95650,105600,92789,82743
0.74,5002,7300,14005,22364,27000,30000,33602,40001,45025,52582,57000,60200,64000,65300,70526,68959,75512,75045,77383,85043,85153,84000,86011,89003,85547,85020,94040,92004,98062,98001,90800,95100,96040,98400,90284,100010,91160,97759,95300,100035,92402,93072,90010,86002,97402,96206,95001,102010,101400,89793,88564,94102,100043,95942,92826,106506,98400,108378,99582,83892
